GENEID	gene	e14.5	e17.5	p0	p3	p7	p10	p14	p21
ENSMUSG00000027840	Wnt2b	43.89	52.64	54.11	249.66	201.42	358.75	620.33	546.1
ENSMUSG00000027843	Ptpn22	17.33	13.69	11.38	11.51	15.76	17.76	31.66	31.35
ENSMUSG00000027845	Dclre1b	337.0	287.23	232.44	251.03	154.44	126.8	60.79	144.98
ENSMUSG00000027848	Olfml3	340.69	269.49	183.88	451.14	434.62	549.46	845.93	793.23
ENSMUSG00000027849	Syt6	3.23	963.41	1055.04	1136.5	1185.68	749.65	858.98	847.36
ENSMUSG00000027852	Nras	657.7	428.81	253.0	218.11	198.73	189.47	90.56	75.39
ENSMUSG00000027854	Sike1	664.83	534.08	581.88	443.93	416.11	439.43	376.17	335.28
ENSMUSG00000027857	Tshb	9.97	12.19	8.6	14.83	7.43	14.2	12.79	17.49
ENSMUSG00000027858	Tspan2	30.08	31.04	21.37	46.49	44.84	56.9	63.25	39.83
ENSMUSG00000027859	Ngf	2.78	0.48	2.18	6.48	4.11	14.21	41.17	46.72
ENSMUSG00000027860	Vangl1	124.07	197.88	128.47	106.45	125.13	99.51	112.26	88.15
ENSMUSG00000027861	Casq2	9.06	4.86	12.54	9.73	0.39	5.93	8.18	6.61
ENSMUSG00000027864	Ptgfrn	2306.54	1561.24	1440.08	1915.07	1861.19	2264.18	2462.39	2053.09
ENSMUSG00000027865	Gdap2	1872.31	1763.32	1839.69	1828.2	1866.16	1855.61	1861.06	1957.8
ENSMUSG00000027868	Tbx15	50.8	6.66	4.81	29.16	14.92	33.16	20.93	26.43
ENSMUSG00000027870	Hao2	1.02	0.24	0.56	27.38	30.95	52.1	67.34	61.41
ENSMUSG00000027875	Hmgcs2	30.13	6.12	5.37	244.21	171.18	579.09	481.61	375.36
ENSMUSG00000027878	Notch2	3453.13	2723.67	2130.61	1517.27	1347.6	1352.22	2096.6	2330.76
ENSMUSG00000027879	Sec22b	2852.12	3096.33	3115.65	3626.57	4081.0	3950.31	4832.52	4653.46
ENSMUSG00000027880	Slc25a54	4.81	2.16	1.13	2.1	1.41	1.18	1.92	1.65
ENSMUSG00000027881	Prpf38b	3424.54	3521.43	3171.32	1975.59	2017.62	2006.1	1687.43	2337.94
ENSMUSG00000027882	Stxbp3	118.24	59.77	51.01	53.53	44.22	33.16	52.5	70.28
ENSMUSG00000027883	Gpsm2	60.42	68.88	47.07	46.42	15.83	2.37	146.77	266.91
ENSMUSG00000027884	Clcc1	2347.32	2954.06	3723.64	2386.92	2492.54	2472.47	2220.6	2173.69
ENSMUSG00000027886	1700013F07Rik	10.13	10.86	16.79	18.47	16.92	13.03	15.19	17.56
ENSMUSG00000027887	Sypl2	27.58	6.67	10.36	4.21	2.9	4.74	24.2	19.19
ENSMUSG00000027889	Ampd2	1820.39	2231.18	1811.37	2867.49	2965.02	2499.68	2950.47	3177.41
ENSMUSG00000027890	Gstm4	53.01	58.14	39.79	31.27	65.99	63.95	63.98	17.25
ENSMUSG00000027893	Ahcyl1	860.62	904.0	1342.95	811.94	1062.57	1092.11	1745.81	1489.07
ENSMUSG00000027894	Slc6a17	991.96	1346.5	845.94	1638.83	1701.74	1695.62	4250.95	6192.83
ENSMUSG00000027895	Kcnc4	64.21	184.72	197.75	297.67	305.97	394.29	672.71	861.56
ENSMUSG00000027896	Slc16a4	64.39	36.57	29.79	31.76	24.46	71.05	67.84	40.71
ENSMUSG00000027900	Dram2	1706.7	1668.02	1954.73	1563.83	1567.3	1561.86	1532.02	1445.0
ENSMUSG00000027901	Dennd2d	16.59	17.0	30.79	6.31	8.81	15.39	18.11	13.11
ENSMUSG00000027905	Ddx20	76.45	38.86	37.59	28.04	25.05	10.66	11.64	20.64
ENSMUSG00000027907	S100a11	62.12	19.8	21.71	16.77	19.37	13.02	20.69	16.12
ENSMUSG00000027931	Npr1	1.02	1.2	1.09	4.21	2.27	4.74	1.34	4.12
ENSMUSG00000027932	Slc27a3	75.21	76.44	72.72	314.76	206.83	179.86	52.16	31.56
ENSMUSG00000027933	Ints3	992.47	953.73	688.78	614.74	555.2	357.52	501.15	431.47
ENSMUSG00000027935	Rab13	631.6	739.83	709.07	335.31	378.62	453.56	421.4	450.61
ENSMUSG00000027936	Crtc2	133.53	101.5	125.89	115.14	125.03	91.14	120.0	115.74
ENSMUSG00000027937	Jtb	48.65	31.65	40.32	28.76	34.91	10.66	23.69	22.16
ENSMUSG00000027938	Creb3l4	103.86	78.73	109.97	76.07	76.05	68.69	60.33	71.94
ENSMUSG00000027939	Nup210l	149.84	103.6	91.4	63.68	69.5	48.56	64.22	74.14
ENSMUSG00000027940	Tpm3	977.14	3332.56	3440.19	7595.1	7292.19	6435.98	5764.99	4959.53
ENSMUSG00000027942	4933434E20Rik	2233.12	2336.09	2488.56	2721.42	2595.23	3116.82	2734.5	2924.17
ENSMUSG00000027944	Hax1	3779.25	3557.02	3720.32	2877.16	2815.89	2612.41	2092.01	2118.06
ENSMUSG00000027947	Il6ra	38.22	39.25	32.08	49.58	45.63	56.85	53.47	53.57
ENSMUSG00000027950	Chrnb2	3422.05	4074.13	3555.55	4881.17	4920.03	4578.88	6472.88	7185.42
ENSMUSG00000027951	Adar	1660.99	1938.31	1568.93	2018.31	1995.22	1821.16	2876.39	4211.09
ENSMUSG00000027952	Pmvk	77.65	34.58	59.67	29.23	28.38	91.21	83.45	123.7
ENSMUSG00000027953	Slc50a1	44.68	30.43	53.93	52.26	50.96	55.68	54.71	52.62
ENSMUSG00000027954	Efna1	104.54	171.41	195.23	236.07	238.48	267.64	233.51	217.59
ENSMUSG00000027955	Gask1b	166.6	28.27	25.01	52.41	53.98	85.25	92.64	92.53
ENSMUSG00000027956	Tmem144	106.98	90.48	131.51	93.47	96.68	103.04	130.68	90.72
ENSMUSG00000027957	Slc35a3	1788.65	1826.64	2952.18	2540.68	2173.54	2683.27	2739.52	2098.35
ENSMUSG00000027959	Sass6	538.29	468.78	571.17	251.83	284.74	265.29	222.44	202.42
ENSMUSG00000027961	Lrrc39	43.66	37.89	34.43	38.56	25.92	40.27	32.58	36.3
ENSMUSG00000027962	Vcam1	46.1	18.5	11.94	96.63	68.44	226.14	158.4	80.05
ENSMUSG00000027963	Extl2	887.43	1018.24	1430.35	2513.74	2221.33	3070.5	4188.73	4572.88
ENSMUSG00000027965	Olfm3	120.74	89.27	91.18	547.32	489.84	702.35	1684.29	1570.82
ENSMUSG00000027966	Col11a1	60.59	37.61	44.89	17.59	31.99	22.49	13.92	19.04
ENSMUSG00000027967	Neurog2	6007.52	7616.32	4165.49	977.88	998.98	420.41	219.83	157.73
ENSMUSG00000027968	Larp7	6783.55	5354.33	5595.97	2373.55	2320.96	1998.94	1448.21	1523.18
ENSMUSG00000027971	Ndst4	680.37	777.49	591.99	588.01	527.63	528.12	696.8	731.05
ENSMUSG00000027977	Ndst3	473.83	577.13	595.71	358.11	327.68	348.02	736.84	1074.06
ENSMUSG00000027978	Prss12	159.7	149.66	134.35	68.54	96.62	61.57	65.4	40.77
ENSMUSG00000027981	Rnpc3	1002.34	889.65	989.15	848.28	928.81	795.79	698.89	507.02
ENSMUSG00000027983	Cyp2u1	483.89	363.96	368.13	344.43	281.78	407.37	439.12	561.52
ENSMUSG00000027984	Hadh	4251.3	3548.73	3282.41	1560.11	1564.69	1536.0	1550.18	1348.16
ENSMUSG00000027985	Lef1	137.74	73.95	50.01	8.75	24.41	22.49	16.66	18.51
ENSMUSG00000027993	Trim2	13626.42	12709.1	11704.29	10135.23	10877.06	11106.7	14619.58	14207.73
ENSMUSG00000027996	Sfrp2	31304.89	3149.5	2112.28	360.05	520.78	232.05	147.7	90.0
ENSMUSG00000027997	Casp6	813.71	789.82	862.01	465.57	569.26	365.91	263.83	165.55
ENSMUSG00000027998	Plrg1	5482.45	5261.87	5436.78	4999.58	4740.72	4928.56	3974.81	3994.24
ENSMUSG00000027999	Pla2g12a	35.0	25.14	31.48	17.98	15.85	16.58	21.76	13.32
ENSMUSG00000028003	Lrat	36.75	51.87	45.71	80.61	59.56	201.35	743.04	949.55
ENSMUSG00000028005	Gucy1b1	55.43	154.55	186.64	164.44	274.1	254.53	419.26	408.96
ENSMUSG00000028007	Snx7	170.97	187.25	265.37	119.99	82.2	137.31	109.97	106.74
ENSMUSG00000028010	Gar1	346.63	430.06	368.53	115.83	175.87	162.2	102.11	81.28
ENSMUSG00000028012	Rrh	554.24	1376.95	1408.81	600.47	610.28	763.78	874.73	925.34
ENSMUSG00000028013	Ppa2	234.43	350.67	441.77	1389.99	1397.65	1509.9	1537.16	1610.43
ENSMUSG00000028015	Ctso	409.6	933.98	977.69	890.89	952.32	1044.49	1587.51	1957.63
ENSMUSG00000028016	Ints12	1923.13	1807.63	1944.98	2072.38	1978.23	1872.27	1511.26	1543.95
ENSMUSG00000028017	Egf	53.91	76.48	103.09	104.83	116.18	149.19	290.04	361.78
ENSMUSG00000028018	Gstcd	440.41	447.36	452.16	329.75	379.06	393.21	435.67	623.46
ENSMUSG00000028019	Pdgfc	266.77	323.59	330.36	347.59	405.02	329.13	314.68	196.12
ENSMUSG00000028020	Glrb	35.51	73.65	141.52	196.01	147.55	320.92	254.51	350.44
ENSMUSG00000028024	Enpep	9.06	1.2	4.28	15.88	4.08	18.96	6.15	9.34
ENSMUSG00000028028	Alpk1	508.09	285.24	211.88	98.36	69.56	94.73	26.73	62.92
ENSMUSG00000028029	Aimp1	65.75	47.24	75.93	25.68	39.52	34.34	38.6	24.92
ENSMUSG00000028030	Tbck	4496.57	4487.83	3692.74	5817.07	5563.64	5418.78	5373.09	4977.57
ENSMUSG00000028031	Dkk2	113.82	13.44	13.11	30.54	27.39	63.96	51.02	72.0
ENSMUSG00000028032	Papss1	1757.26	2603.52	3327.11	2544.26	2536.2	2368.29	1699.09	1498.78
ENSMUSG00000028033	Kcnq5	56.92	13.56	18.62	29.82	12.87	16.59	28.15	22.72
ENSMUSG00000028034	Fubp1	24915.32	20290.96	15282.57	15557.22	15687.97	10608.16	7398.83	6508.78
ENSMUSG00000028035	Dnajb4	537.53	405.51	427.35	398.83	465.49	409.79	539.46	642.22
ENSMUSG00000028036	Ptgfr	6.0	7.32	15.32	47.63	58.24	92.37	129.57	69.03
ENSMUSG00000028037	Ifi44	11.72	4.5	6.53	3.32	7.85	3.55	28.91	100.92
ENSMUSG00000028039	Efna3	279.13	594.28	591.5	639.88	590.43	532.83	497.16	378.94
ENSMUSG00000028040	Efna4	753.06	475.6	401.02	176.86	168.37	100.65	36.97	46.83
ENSMUSG00000028041	Adam15	200.02	93.14	153.81	399.32	325.56	528.19	576.06	729.5
ENSMUSG00000028042	Zbtb7b	251.1	529.9	565.16	1717.96	1630.38	1944.46	1909.89	2398.4
ENSMUSG00000028044	Cks1b	3945.71	3328.81	3417.48	661.65	766.93	569.63	231.16	98.92
ENSMUSG00000028047	Thbs3	215.86	70.66	73.1	36.29	18.91	20.14	17.94	13.87
ENSMUSG00000028048	Gba	278.45	270.81	280.33	399.95	337.66	412.1	304.91	306.18
ENSMUSG00000028049	Scamp3	230.21	291.56	150.28	198.35	266.69	274.71	288.76	260.35
ENSMUSG00000028051	Hcn3	495.45	644.81	466.6	935.09	722.19	803.96	717.69	670.99
ENSMUSG00000028053	Ash1l	5540.2	6074.05	6057.51	5929.99	5655.93	6009.82	6938.19	8767.56
ENSMUSG00000028057	Rit1	866.11	942.42	850.49	902.18	823.62	778.13	669.51	664.96
ENSMUSG00000028059	Arhgef2	2406.97	2173.71	1347.24	1854.59	2154.7	1628.28	1313.58	1373.59
ENSMUSG00000028060	Khdc4	913.35	746.51	832.73	664.06	611.0	765.05	574.91	599.24
ENSMUSG00000028062	Lamtor2	89.25	97.78	102.02	94.61	158.52	174.09	198.41	204.06
ENSMUSG00000028063	Lmna	400.83	545.87	668.48	598.34	650.77	567.19	728.35	720.88
ENSMUSG00000028064	Sema4a	358.86	501.3	491.53	355.54	330.31	361.15	473.86	445.68
ENSMUSG00000028066	Pmf1	148.59	140.52	115.01	37.18	34.5	36.7	28.82	44.75
ENSMUSG00000028068	Iqgap3	202.34	190.23	118.97	61.08	47.51	11.84	64.71	51.16
ENSMUSG00000028069	Gpatch4	95.64	71.11	89.84	19.04	42.1	37.88	23.89	23.88
ENSMUSG00000028070	Naxe	2170.17	2506.91	2569.02	2992.94	2794.25	3501.83	2609.76	2616.16
ENSMUSG00000028071	Sh2d2a	7.93	2.94	2.14	4.37	3.24	2.37	1.6	1.92
ENSMUSG00000028072	Ntrk1	227.41	133.48	130.13	271.19	288.43	284.25	503.12	541.04
ENSMUSG00000028073	Pear1	55.11	13.73	21.38	58.98	78.56	158.67	118.76	96.79
ENSMUSG00000028076	Cd1d1	565.4	1301.86	1419.72	891.66	907.68	617.02	290.38	229.16
ENSMUSG00000028078	Dclk2	2050.97	2296.78	2369.61	1638.99	1704.12	1533.64	1292.62	1326.07
ENSMUSG00000028080	Lrba	6127.5	7616.35	6802.06	10785.23	11048.4	12019.61	13798.08	16039.26
ENSMUSG00000028081	Rps3a1	68169.22	61801.63	62926.43	33388.26	31803.88	32507.67	23235.51	21020.43
ENSMUSG00000028082	Sh3d19	1078.97	1200.33	939.69	752.15	692.16	703.43	597.42	553.29
ENSMUSG00000028085	Gatb	1142.61	1381.74	1020.73	956.22	1029.62	1076.44	1203.45	1262.96
ENSMUSG00000028086	Fbxw7	5792.28	12910.78	12584.47	8192.37	7776.49	7801.44	6620.67	6756.59
ENSMUSG00000028088	Fmo5	17.72	22.76	10.78	20.74	15.33	15.39	24.49	27.69
ENSMUSG00000028089	Chd1l	952.07	1008.01	1237.7	877.28	981.65	1167.6	1342.13	1625.75
ENSMUSG00000028093	Acp6	404.84	312.51	385.41	235.98	253.07	213.11	184.55	180.79
ENSMUSG00000028096	Gpr89	167.73	160.03	140.66	195.85	233.26	239.14	249.36	245.34
ENSMUSG00000028098	Rnf115	63.26	78.06	76.04	103.76	101.88	93.52	110.15	109.32
ENSMUSG00000028099	Polr3c	1000.78	1416.43	950.97	863.6	1187.91	954.45	1000.57	1009.54
ENSMUSG00000028100	Nudt17	102.15	111.98	142.22	196.76	161.77	136.19	142.72	117.64
ENSMUSG00000028101	Pias3	602.62	728.75	1009.96	5914.86	5010.23	5491.57	2837.12	1657.67
ENSMUSG00000028102	Pex11b	1104.91	1266.74	1592.08	1131.19	1302.51	1147.55	1169.61	1089.73
ENSMUSG00000028104	Polr3gl	550.21	857.9	1189.85	1571.71	1518.36	1548.88	1116.65	1167.24
ENSMUSG00000028106	Rprd2	1783.03	1784.42	1771.77	1511.87	1808.56	1296.68	1507.27	1414.22
ENSMUSG00000028107	Tars2	379.09	297.73	359.02	276.83	234.08	184.7	229.31	172.94
ENSMUSG00000028108	Ecm1	44.85	22.33	15.74	12.07	37.35	80.5	77.34	73.51
ENSMUSG00000028111	Ctsk	35.96	12.3	14.76	23.01	37.35	72.23	84.5	127.73
ENSMUSG00000028115	Bnipl	1.76	1.5	1.58	11.18	2.82	4.73	2.1	4.21
ENSMUSG00000028121	Bcar3	238.02	253.11	343.19	996.28	953.66	1081.18	1022.94	1132.97
ENSMUSG00000028124	Gclm	397.72	464.52	396.97	444.96	528.96	348.2	373.94	452.12
ENSMUSG00000028125	Abca4	123.79	215.87	305.58	414.03	324.41	405.0	562.9	722.67
ENSMUSG00000028126	Pip5k1a	1928.53	2400.01	2661.52	3452.99	3300.35	3421.02	2870.16	2655.4
ENSMUSG00000028127	Abcd3	3736.3	4437.01	4445.96	5503.41	6033.79	5520.35	6176.22	5469.66
ENSMUSG00000028132	Tlcd4	94.86	102.56	120.4	162.52	135.25	383.63	588.78	633.14
ENSMUSG00000028133	Rwdd3	83.07	49.63	104.38	57.11	70.28	111.3	113.96	88.66
ENSMUSG00000028134	Ptbp2	4045.09	3920.73	3735.87	2392.37	2184.09	1706.69	1404.89	1312.41
ENSMUSG00000028136	Snx27	783.58	918.75	562.81	682.37	755.41	818.21	834.45	867.79
ENSMUSG00000028137	Celf3	2577.57	2666.65	2524.16	5233.42	5721.57	4797.99	2471.07	1856.79
ENSMUSG00000028138	Adh5	8891.58	9116.86	9325.16	7904.36	7677.82	6891.05	5598.02	5109.28
ENSMUSG00000028139	Riiad1	81.66	125.53	148.56	872.84	803.83	1341.76	450.16	202.31
ENSMUSG00000028140	Mrpl9	40.43	46.52	50.63	30.87	34.51	54.47	34.94	29.8
ENSMUSG00000028141	Oaz3	14.67	11.16	8.15	14.83	9.89	8.28	10.29	8.02
ENSMUSG00000028145	Them4	467.31	596.01	678.9	957.54	889.84	1174.75	1291.22	1221.63
ENSMUSG00000028149	Rap1gds1	2779.5	2568.34	1726.8	2375.57	2334.69	2911.12	3834.85	4805.32
ENSMUSG00000028150	Rorc	47.74	108.45	197.79	515.21	646.33	464.23	171.06	319.29
ENSMUSG00000028152	Tspan5	1135.27	1601.34	1702.23	2216.66	2437.83	3481.25	6728.42	8558.81
ENSMUSG00000028156	Eif4e	3281.88	2978.08	3106.07	2607.05	2751.93	2593.25	2483.75	2575.65
ENSMUSG00000028158	Mttp	358.81	288.94	429.7	152.3	203.37	209.64	226.21	287.67
ENSMUSG00000028159	Dapp1	9.35	48.04	58.0	46.84	37.87	86.43	46.48	41.59
ENSMUSG00000028161	Ppp3ca	2062.15	3039.91	3138.61	4625.41	4539.34	4051.88	4232.63	4143.34
ENSMUSG00000028163	Nfkb1	1161.29	1174.45	1358.52	1025.23	878.68	1160.39	933.85	1367.01
ENSMUSG00000028164	Manba	689.95	781.06	797.14	571.71	592.06	535.24	517.76	606.71
ENSMUSG00000028165	Cisd2	3573.4	3864.04	4445.89	3770.95	3962.8	4149.15	4583.91	4550.07
ENSMUSG00000028167	Bdh2	287.23	228.83	306.88	295.88	303.34	272.37	291.91	300.27
ENSMUSG00000028172	Tacr3	75.83	280.48	424.51	1010.76	908.51	827.77	1803.87	2780.36
ENSMUSG00000028173	Wls	368.47	50.12	47.25	533.96	348.69	899.97	1156.21	1244.86
ENSMUSG00000028174	Rpe65	1.76	2.82	2.74	221.99	77.8	400.26	676.81	1120.72
ENSMUSG00000028175	Depdc1a	1833.42	1640.15	2437.78	174.33	201.42	93.58	21.57	3.52
ENSMUSG00000028176	Lrrc7	177.94	260.15	224.44	254.03	233.2	210.76	278.72	194.54
ENSMUSG00000028179	Cth	996.87	1596.88	1888.47	878.05	910.05	942.67	818.44	533.74
ENSMUSG00000028180	Zranb2	7567.85	7034.89	8130.18	5116.61	5286.51	4811.34	4161.77	4703.52
ENSMUSG00000028182	Lrriq3	73.9	61.04	82.25	59.3	84.94	104.21	87.09	55.5
ENSMUSG00000028184	Adgrl2	5158.32	4324.32	3838.48	2271.52	2309.65	2563.61	3139.79	2490.73
ENSMUSG00000028186	Uox	15.97	11.41	4.88	10.13	7.53	5.93	6.2	3.81
ENSMUSG00000028187	Rpf1	276.13	199.08	231.32	142.81	198.04	111.29	151.32	117.95
ENSMUSG00000028188	Spata1	56.92	81.29	143.08	342.44	325.88	472.51	727.66	1456.72
ENSMUSG00000028189	Ctbs	66.82	39.72	56.91	40.03	34.27	15.39	49.66	64.55
ENSMUSG00000028191	Bcl10	2069.13	1902.6	2055.67	1572.97	1701.3	1473.16	1236.7	1194.4
ENSMUSG00000028194	Ddah1	227.19	420.29	234.56	658.12	445.44	687.94	392.06	248.24
ENSMUSG00000028195	Ccn1	150.74	136.52	104.03	152.3	143.24	187.09	150.3	212.76
ENSMUSG00000028197	Col24a1	68.52	36.33	38.19	9.96	10.91	11.85	20.76	25.97
ENSMUSG00000028199	Cryz	822.35	1181.47	1566.61	1375.79	900.58	517.23	905.22	1379.51
ENSMUSG00000028207	Asph	5469.58	5870.66	7335.7	5001.75	4679.34	5326.48	6485.36	8400.73
ENSMUSG00000028211	Trp53inp1	4458.41	4234.39	5542.02	5167.42	5274.88	4331.83	3253.4	3581.1
ENSMUSG00000028212	Ccne2	3381.18	3171.24	3649.88	1013.56	958.66	1104.86	885.02	791.16
ENSMUSG00000028214	Gem	95.99	373.98	531.74	1177.49	1158.26	1003.02	1835.16	2156.52
ENSMUSG00000028217	Cdh17	3.23	5.1	3.38	9.07	5.13	13.03	11.64	11.52
ENSMUSG00000028218	Fam92a	1979.76	1974.8	2677.68	1356.85	1390.92	1641.27	1526.16	1216.31
ENSMUSG00000028221	Pip4p2	3483.17	2793.47	3464.79	2229.9	2082.86	2007.21	1983.87	1923.53
ENSMUSG00000028222	Calb1	107.93	374.54	310.32	1236.82	1177.2	2571.75	7655.62	10538.8
ENSMUSG00000028223	Decr1	2211.86	2053.57	2298.8	1779.88	1638.13	1620.01	1377.45	1119.33
ENSMUSG00000028226	Mmp16	1754.93	1813.31	1542.36	1843.04	1622.2	1495.61	1354.05	1052.72
ENSMUSG00000028228	Cpne3	6013.41	5136.67	6045.1	4648.68	3956.18	4027.7	3037.13	3049.48
ENSMUSG00000028229	Rmdn1	288.53	334.41	426.65	447.16	454.49	464.16	439.54	408.31
ENSMUSG00000028232	Tmem68	40.33	60.29	235.33	71.53	137.36	40.28	102.64	85.37
ENSMUSG00000028233	Tgs1	2749.09	2367.2	2615.06	2093.66	2250.82	1834.15	1897.43	1682.66
ENSMUSG00000028234	Rps20	36074.56	31531.15	32427.96	15910.96	15276.21	15756.41	11883.07	10334.96
ENSMUSG00000028243	Ubxn2b	1711.51	2142.88	1862.31	1957.47	2026.72	2037.92	2363.14	2451.94
ENSMUSG00000028245	Nsmaf	226.57	197.99	203.58	125.58	119.37	74.56	123.28	117.82
ENSMUSG00000028246	Faxc	2599.44	2075.74	1922.82	1966.12	1970.63	1677.96	2167.42	2082.28
ENSMUSG00000028247	Coq3	425.41	517.15	544.21	883.26	817.1	965.16	894.59	743.87
ENSMUSG00000028248	Pnisr	1392.36	1265.81	1512.39	1105.02	764.25	603.96	497.3	514.18
ENSMUSG00000028249	Sdcbp	782.27	784.56	694.62	436.99	438.29	419.31	414.97	437.29
ENSMUSG00000028251	Tstd3	792.26	874.83	1067.31	803.83	820.31	717.59	727.19	678.05
ENSMUSG00000028252	Ccnc	2488.1	2482.76	3066.27	2864.0	2594.01	2726.29	2786.13	2534.83
ENSMUSG00000028256	Odf2l	1094.37	1172.04	1567.52	850.99	856.46	821.76	678.99	617.06
ENSMUSG00000028261	Ndufaf4	1823.77	1613.75	2075.2	2158.2	2205.02	2192.99	2385.13	2131.28
ENSMUSG00000028264	Spaca1	15.52	25.01	16.61	22.36	19.83	20.13	23.03	12.64
ENSMUSG00000028266	Lmo4	1853.57	2966.26	3566.46	2433.67	2491.38	3442.31	2746.48	2409.91
ENSMUSG00000028268	Gbp3	29.11	11.65	21.67	48.45	45.58	132.66	219.13	859.35
ENSMUSG00000028270	Gbp2	11.15	2.46	4.32	31.19	25.4	50.91	123.82	365.14
ENSMUSG00000028271	Gtf2b	2620.93	2887.79	4053.56	3075.33	3079.29	2915.5	2454.91	2336.13
ENSMUSG00000028273	Pdlim5	234.21	187.59	154.64	268.78	259.27	330.38	377.28	394.76
ENSMUSG00000028274	Rngtt	3045.19	3151.02	2687.37	2756.43	2870.39	2573.18	2532.83	2543.45
ENSMUSG00000028277	Ube2j1	3540.58	4161.31	4525.88	8143.66	7871.31	10380.48	12212.41	11325.18
ENSMUSG00000028278	Rragd	3168.89	2592.06	2292.34	2613.34	2375.56	2677.39	2784.98	3348.58
ENSMUSG00000028280	Gabrr1	13.19	23.54	17.88	1567.72	1219.1	5317.77	7415.52	7971.75
ENSMUSG00000028282	Casp8ap2	7028.13	6904.48	9078.65	4124.9	3855.75	3690.04	3294.81	3438.47
ENSMUSG00000028284	Map3k7	198.37	169.32	173.43	97.96	138.68	156.35	151.6	182.08
ENSMUSG00000028289	Epha7	104.94	108.27	84.97	297.41	250.42	175.27	441.7	477.92
ENSMUSG00000028291	Akirin2	4368.78	4233.79	3461.68	3638.05	4113.31	3339.53	2625.17	2587.92
ENSMUSG00000028292	Rars2	99.43	61.89	76.98	80.93	84.8	62.75	57.9	38.15
ENSMUSG00000028293	Slc35a1	54.88	44.63	93.07	66.74	53.96	36.69	52.33	37.31
ENSMUSG00000028294	Cfap206	51.99	78.99	122.09	215.4	229.66	331.62	255.18	180.75
ENSMUSG00000028295	Smim8	589.4	725.13	938.9	1328.02	1189.33	1418.67	1413.17	1259.92
ENSMUSG00000028300	C9orf72	1968.84	2236.57	2680.64	2829.04	2760.72	2678.58	2848.64	2449.29
ENSMUSG00000028307	Aldob	2.21	1.02	2.11	4.7	2.22	3.55	4.78	3.19
ENSMUSG00000028309	Rnf20	2540.79	3095.21	2474.16	2878.11	2961.18	2496.16	1939.41	1773.34
ENSMUSG00000028310	Ppp3r2	0.74	1.2	1.09	2.43	0.66	1.19	2.43	2.22
ENSMUSG00000028312	Smc2	12655.42	14231.92	15759.75	1704.16	1984.05	1209.09	789.44	596.24
ENSMUSG00000028318	Polr1e	612.33	585.71	655.41	653.37	617.21	544.76	419.37	253.19
ENSMUSG00000028322	Exosc3	2404.94	2488.25	2792.1	1361.81	1344.98	1172.44	954.78	919.19
ENSMUSG00000028327	Stra6l	44.96	67.7	46.11	40.83	28.95	43.82	29.9	23.24
ENSMUSG00000028328	Tmod1	47.84	59.54	68.62	173.59	214.48	208.39	343.08	324.5
ENSMUSG00000028329	Xpa	94.17	97.69	158.14	142.39	129.19	201.36	157.01	111.2
ENSMUSG00000028330	Ncbp1	7006.11	6104.0	6073.69	6474.55	6045.18	5558.65	4350.24	3745.26
ENSMUSG00000028331	Trmo	507.97	559.14	529.04	469.57	435.09	470.16	318.21	350.56
ENSMUSG00000028332	Hemgn	11.27	2.94	2.78	3.16	2.82	4.74	1.72	3.19
ENSMUSG00000028333	Anp32b	5935.41	2283.28	5119.1	1376.64	844.07	1352.32	540.11	471.38
ENSMUSG00000028334	Nans	3167.61	2882.14	2694.72	1916.99	1843.42	1829.66	1275.48	1182.09
ENSMUSG00000028337	Coro2a	679.68	342.4	253.42	129.04	164.98	240.38	301.67	383.86
ENSMUSG00000028341	Nr4a3	73.11	41.97	32.24	24.95	22.03	14.2	48.47	92.39
ENSMUSG00000028343	Erp44	2233.19	2725.36	2692.83	2506.98	2755.22	2645.28	2775.85	2687.66
ENSMUSG00000028344	Invs	1103.92	993.31	794.59	393.47	440.35	380.1	415.42	436.21
ENSMUSG00000028345	Tex10	201.89	95.83	111.91	22.19	48.08	45.01	29.29	23.66
ENSMUSG00000028347	Tmeff1	5900.61	4371.29	4320.55	2674.16	2514.72	2080.74	1515.72	1117.47
ENSMUSG00000028348	Cavin4	144.52	126.45	157.6	87.48	79.64	88.8	72.84	56.78
ENSMUSG00000028351	Brinp1	141.75	1475.97	1459.54	2069.29	2043.77	2215.55	2960.46	2918.92
ENSMUSG00000028354	Fmn2	14.21	27.36	9.53	24.79	0.97	63.98	10.71	1.3
ENSMUSG00000028358	Zfp618	3875.8	3191.84	2712.0	2049.74	1720.6	1676.72	1247.14	1084.32
ENSMUSG00000028360	Slc44a5	589.29	405.88	413.26	811.08	872.24	659.6	552.11	252.07
ENSMUSG00000028362	Tnfsf8	0.74	0.3	1.09	3.65	1.88	2.37	12.97	23.02
ENSMUSG00000028364	Tnc	308.47	1073.86	532.72	4776.55	4469.51	2860.85	3026.82	2216.56
ENSMUSG00000028367	Txn1	8684.89	7780.94	7215.95	4401.45	4867.14	4859.98	4261.1	3570.47
ENSMUSG00000028369	Svep1	106.13	17.12	21.18	42.28	27.51	45.02	41.13	60.77
ENSMUSG00000028370	Pappa	51.53	147.35	130.08	314.06	259.58	305.5	369.36	324.35
ENSMUSG00000028373	Astn2	157.59	406.47	286.53	480.32	367.51	351.64	446.75	467.48
ENSMUSG00000028378	Ptgr1	725.08	592.26	571.02	172.95	181.43	126.72	92.1	79.41
